"source","source_place_id","hashtags","nature","culture","art","food","activity","sports","healing","festival","semantic_text","taxonomy_version","labeling_method","labeling_confidence","labeling_evidence","reviewed_at"
"tourapi","1349796","#체험관광|#농.산.어촌 체험|#체험어장|#자연|#전망|#박물관|#전시|#체험|#참여형|#느린여행","1.0","0.5","0.5","0.0","0.75","0.0","0.75","0.0","강진 백사어촌체험마을 강진군 소재지로부터는 남으로 20km 지점에 위치하고 있다. 고려 시대 때 대구면에서 만들어 낸 청자기를 수출하는 역할을 했던 곳이기도 하며, 앞바다에 흰모래가 많아 백사라고 이름 지어졌다고 한다. 백사어촌체험마을에서는 바지락, 꼬막 캐기, 어선 타기 갯벌낚시 등 다양한 갯벌 체험 프로그램을 운영함으로써 도심에서 느낄 수 없는 자연의 에너지와 소중한 추억을 만들 수 있다. 관광객들은 다양한 갯벌체험을 비롯해 어장체험, 승선체험 등의 어촌문화체험을 할 수 있으며 드넓은 강진만을 한눈에 조망할 수 있어 방문객들에게 인기가 있는 곳이다. 서쪽으로 천혜의 청정해역이 내륙으로 들어온 고깔 모양의 영양염류가 많아 싱싱한 패류와 어류가 생산되는 곳으로 청정지역 수산물의 별미를 느낄 수 있다. 고려 시대 청자를 수출하기도 했던 곳인 만큼 청자박물관에서 도자기체험도 해볼 수 있다. #체험관광 #농.산.어촌 체험 #체험어장 #자연 #전망 #박물관 #전시 #체험 #참여형 #느린여행","1.0.0","import","0.55","[{""source"": ""tourapi"", ""source_url"": ""https://www.gangjin.go.kr/culture/trip/village/baeksa"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","129693","#자연관광|#자연생태|#희귀동.식물|#역사|#박물관|#느린여행","0.5","0.75","0.0","0.0","0.0","0.0","0.5","0.0","강진 삼인리 비자나무 이 비자나무는 수령 약 500년으로 높이가 10m, 가슴 높이 둘레가 5.2m이다. 앞에서 볼 때에는 지상 1.87m에서 커다란 가지가 길게 뻗었으며, 뒤쪽에 가지는 짧고 양쪽 가지는 비슷하게 자랐다. 가장 큰 가지의 밑부분 둘레는 2.6m나 된다. 태종 17년에 전라 병마절도사영을 이곳으로 정했을 때 쓸만한 나무는 모조리 다 베어버렸으나 이 나무는 굽었고 키가 작아서 쓸모가 없었기 때문에 남게 되어 현재에 이르렀다고 전해오기도 한다. 조선 500년 동안 호남 지방의 방어 진지였던 병영성이 갑오동란으로 동학군에 함락되어 마침내 폐영될 때가지 이 근처에는 많은 병사가 있었으나 열매를 촌충 구제에 사용하기 때문에 잘 보호되어 온 것 같아 보인다. 마을 사람들은 이 나무를 마을을 지키는 수호신으로 여겨 매년 정월 대보름(음력 1월 15일)에 당산제가 열린다. 비자나무를 둘러보고 마을을 빠져나와 병영천 다리 건너 도보 약 10분 거리에 조선시대 전라도 육군 총지휘부였던 전라병영성과 하멜기념관 등이 있다. #자연관광 #자연생태 #희귀동.식물 #역사 #박물관 #느린여행","1.0.0","import","0.45","[{""source"": ""tourapi"", ""source_url"": ""https://www.gangjin.go.kr/culture/attractions/region?mode=view&idx=83"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","1350167","#체험관광|#농.산.어촌 체험|#체험어장|#바다|#체험|#느린여행|#아이동반|#주차가능","0.5","0.0","0.0","0.0","0.75","0.0","0.75","0.0","강진 서중어촌체험마을 서중어촌체험마을은 청정해역이 내륙으로 들어온 고깔모양의 강진만 중심부, 전남광주통합특별시 강진군 최남단에 위치한 아름다운 어촌마을이다. 마을앞바다의 까막섬(상록수림)이 천연기념물로 지정되어 있으며 원래 서당이 많아서 서재동으로 불리었으나 점차 서중으로 변경되었다. 주요 체험거리로는 통발로 낙지를 잡는 통발낙지체험과 소형 어선을 타고 호남제일의 미향 마량의 앞바다를 둘러보는 승선체험, 해상바지선에서 낚시를 즐길 수 있는 바지선낚시체험과 숙박까지 가능한 해상펜션에서 낚시를 즐길 수 있는 해상펜션체험 그리고 김 양식을 직접 체험해볼 수 있는 김 양식 및 건조체험 등이 있다. 우리나라 최초로 어촌어항복합단지로 조성된 마량항이 마을인근에 위치하고 있다. 강진군 마량면과 완도군 고금면을 잇는 연륙교가 지난 2007년 개통되면서 고금대교와 바다, 섬 그리고 마량향이 어우러지는 새로운 관광명소로 부각되고 있다. 22개의 횟집과 12개소의 해조류가공업체가 위치하여 강진군 지역경제의 원동력이 되고 있다. #체험관광 #농.산.어촌 체험 #체험어장 #바다 #체험 #느린여행 #아이동반 #주차가능","1.0.0","import","0.42","[{""source"": ""tourapi"", ""source_url"": ""http://www.xn--hz2b17k22d0xb19cw7hura767c.kr/"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","2515789","#문화관광|#기타문화관광지|#기타문화시설|#공연|#공방|#로컬푸드|#전통음식|#체험|#마켓|#아이동반","0.5","0.0","0.75","0.25","0.5","0.0","0.0","0.75","강진 오감통 강진 오감통은 음악창작소, 먹거리 장터, 한정식 체험관 등으로 이루어진 복합문화공간이다. 화려한 공연, 눈과 입이 즐거운 산해진미, 특별한 재미가 넘치는 체험거리, 친환경 로컬푸드 등을 즐길 수 있다. 전남음악창작소는 지역 뮤지션들의 창작활동을 지원하고 더불어 지역의 대중음악 소비자층을 확대하기 위해 지역 뮤지션과 지역 주민들을 위한 진정한 열린 복합문화공간으로서의 역할을 다하고 있다. #문화관광 #기타문화관광지 #기타문화시설 #공연 #공방 #로컬푸드 #전통음식 #체험 #마켓 #아이동반","1.0.0","import","0.57","[{""source"": ""tourapi"", ""source_url"": ""http://ogamtong.com/"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","128151","#체험관광|#산업관광|#기타산업관광지|#전통|#체험|#아이동반|#주차가능","0.5","0.5","0.0","0.0","0.5","0.0","0.0","0.0","강진다원 강진다원은 한국 제다 업계의 선두주자인 ‘태평양다원’에서 운영하는 차밭으로 면적이 33.3㏊에 이른다. 부드러운 곡선과 푸르름이 돋보이는 이 차밭은 월출산의 솟아오른 바위들과 절묘한 조화를 이룬다. 월출산은 큰 바위가 병풍처럼 둘러쳐져 산세가 뛰어나며 예로부터 산 주변의 여러 사찰을 중심으로 차나무가 재배되었다. 일찍이 다산 정약용은 월출산에서 나오는 차가 천하에서 두 번째로 좋은 차라고 극찬한 곳이기도 하다. 월출산 기슭은 해마다 5월 초가 되면 눈이 시리도록 푸른색으로 채색된다. 5월의 강진 다원은 취미로 다도를 즐기는 이들뿐 아니라 일반 나들이객들에게도 관광 명소로 떠오르기 시작했다. 방문객들은 단지 관광이나 사진촬영에 그치는 것이 아니라, 그윽한 차 향기에 취하며 녹찻잎을 따보는 이색체험을 할 수도 있다. 초록 녹차밭도 멋지지만 다원의 겨울의 전경 또한 녹차밭을 감상하는 새로운 포인트이다. #체험관광 #산업관광 #기타산업관광지 #전통 #체험 #아이동반 #주차가능","1.0.0","import","0.4","[{""source"": ""tourapi"", ""source_url"": ""https://www.gangjin.go.kr/culture/attractions/park?mode=view&idx=175"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","126645","#자연관광|#자연경관(하천‧해양)|#항구/포구|#자연|#전망|#공원","1.0","0.0","0.0","0.0","0.0","0.0","0.5","0.0","강진만 강진만에는 강진군의 내륙 깊숙이 들어서 탐진을 비롯하여 장계천, 강진천, 도암천 등 여러 하천들이 흘러든다. 이로 인하여 주위의 해역보다 염도가 낮아 영양염도가 2.4도, 평균수온이 17.8℃로서 해조류 및 어패류의 서식에 적합하다. 강진만은 1978년 청정수역으로 지정되었으며, 대합, 꼬막, 굴, 갯장어, 새우, 낙지, 숭어, 농어 등의 산지이다. 습지 위에 설치되어 있는 나무데크를 걸으며 20만 평의 갈대 군락지와 천연기념물 201호인 큰고니 등 약 1,131종의 해양생물이 서식하는 남해안 생태의 최대 보고인 강진만생태공원은 꼭 방문해야 하는 곳이다. 강진읍을 지나 고금도가 건너다 보이는 마량항까지 강진만 동쪽 가장자리를 따라 내려가는 23번 국도를 이용하면 바닷가를 따라 늘어선 바다갈대들의 풍경을 감상할 수 있다. 동남쪽에 위치한 마량항은 수심이 깊고 바다 전면에 위치 한 고금도가 방파제 역할을 하며 해상 교통의 요지로 발전하고 있다. 강진읍에서 시작해 다산로-해안관광로를 따라 해안가를 따라 사초해변공원과 사내호를 둘러볼 수 있다. #자연관광 #자연경관(하천‧해양) #항구/포구 #자연 #전망 #공원","1.0.0","import","0.53","[{""source"": ""tourapi"", ""source_url"": ""https://www.gangjin.go.kr/culture/attractions/region?mode=view&idx=162"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","1778079","#문화관광|#공연시설|#공연장|#예술|#전시|#행사/축제|#공연|#실내|#비오는날|#주차가능","0.0","0.0","0.75","0.0","0.0","0.0","0.0","0.75","강진아트홀 강진아트홀은 강진군의 공공건축물로 강진 군민의 문화와 복지 등 삶의 질을 한 단계 높이는데 기여하고 자 2011년 5월 11일 개관하였다. 이곳은 강진아트홀과 강진복지타운으로 나누어져 있으며, 강진아트홀에는 대공연장(718석), 소공연장(174석) 등 2개의 공연장으로 구성되어 있으며, 강진아트홀 입구엔 200석 규모의 아트홀 야외무대가 위치하고 있고 이곳에서 지역민들의 문화 예술 공연이 진행되어 자발적인 군민문화가 펼쳐진다. 또한, 강진아트홀 1층엔 전시실(70평), 화랑(50평)이 있어 지역 작가 및 국내 유명 작가의 작품들이 상시 전시되고 있다. 강진복지센터는 노인 요양 시설과 주민생활 문화강좌 등이 실시되고 다목적실(100석)에서는 다양한 군민 모임이 이루어진다. 이렇듯 강진군아트홀은 공연과 전시 그리고 지역 문화 예술 강좌 등 활발한 지역 문화 및 행사를 개최하고 있다. 강진아트홀 주변으로 도보 약 5분 거리에 영랑생가가 있다. #문화관광 #공연시설 #공연장 #예술 #전시 #행사/축제 #공연 #실내 #비오는날 #주차가능","1.0.0","import","0.5","[{""source"": ""tourapi"", ""source_url"": ""http://arthall.gangjin.go.kr"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","2612901","#문화관광|#전시시설|#전시관|#역사|#문화유산|#예술|#전시|#체험|#실내|#비오는날","0.75","1.0","1.0","0.0","0.75","0.0","0.0","0.0","고산 윤선도 박물관 고산 윤선도 박물관은 조선조의 문신이자 국문학의 최고봉이라 일컫는 고산 윤선도를 비롯해 실용적인 학문을 추구하고 뛰어난 예술적 감각으로 혁신적인 그림 세계를 개척한 공재 윤두서 등 해남 윤씨가 사람들이 남긴 1775점의 문화유산을 소장하고 있는 박물관이다. 고산 윤선도 박물관은 해남 백련동에 터를 잡은 이래 500년이 넘도록 한 곳에 살아온 해남 윤씨 어초은공파 사람들의 삶과 문화유물이 전시되어 있다. 또한 해남윤씨가의 학문과 예술을 볼 수 있고, 수많은 문인과 예술가들의 문화적 교류를 느낄 수 있는 곳이다. 관람객들의 문화적 욕구를 해소하고 다양한 경험을 위해 다도체험을 비롯해 판화체험, 전통 민속놀이 체험도 운영하고 있다. 또한 고전강좌 등 다양한 인문학 강좌를 마련하여 전통문화를 이해할 수 기회를 마련하고 있다. 이곳 박물관에는 해남윤씨 녹우당(사적 제67호) 고택과 어초은사당, 고산사당, 추원당이 있고 고산윤선도 유물전시관에는 공재 윤두서(1668~1715)의 자화상(국보 제240호)을 비롯하여 해남윤씨가전고화첩(보물 제481호), 윤고산수적관계문서(보물 제482호), 지정14년노비문서(보물 제483호) 등 많은 문화재와 유물이 전시되어 있다. 덕음산 중턱에 있는 비자나무숲(천연기념물 제241호)은 약 500년 전에 조성된 것으로 400여 그루가 숲을 이루고 있다. #문화관광 #전시시설 #전시관 #역사 #문화유산 #예술 #전시 #체험 #실내 #비오는날","1.0.0","import","0.6","[{""source"": ""tourapi"", ""source_url"": ""https://gosan.haenam.go.kr/index.9is"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","2605786","#문화관광|#전시시설|#박물관|#역사|#문화유산|#전시|#실내|#비오는날|#주차가능","0.0","0.75","1.0","0.0","0.0","0.0","0.0","0.0","고흥분청문화박물관 고흥의 모든 역사·문화를 한곳에서 볼 수 있는 고흥분청문화박물관은 대한민국 최대 규모의 분청사기 요지로 국가 지정문화재로 지정된 곳에 자리하고 있다. 1980년 운대리가마터 발굴을 시작으로 37년간의 장기프로젝트 끝에 2017년 10월 31일 개관했다. 찬란하고 유구한 고흥의 역사를 기록·보존하고 백토분장의 부드러운 아름다움이 돋보인 분천도자문화와 우리의 정신문화인 설화문화를 계승·발전시키기 위해 건립되었다. (출처 : 고흥관광 홈페이지) #문화관광 #전시시설 #박물관 #역사 #문화유산 #전시 #실내 #비오는날 #주차가능","1.0.0","import","0.47","[{""source"": ""tourapi"", ""source_url"": ""http://buncheong.goheung.go.kr/"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","3351638","#문화관광|#전시시설|#전시관|#자연|#전시|#교육|#가족체험|#느린여행|#실내|#비오는날","0.75","0.0","0.75","0.0","0.75","0.0","0.75","0.0","곡성기차마을 생태학습관 곡성기차마을 생태학습관은 섬진강의 자연 생태와 천적관계를 테마로 한 자연속의 실제 곤충들을 전시하고 습지생물의 서식처 보호와 습지 보존의 중요성을 일깨워줌으로써 어린이들의 교육장으로 활용되고 있다. 특히 멸종 위기 2급인 꼬마잠자리의 부화 및 성장 과정을 조형물로 표현하고 있으며 이외에도 곤충의 정의와 일생, 종류와 삶을 곤충 표본과 함께 설명하고, 곤충을 활용한 곡성에서의 친환경 농법, 섬진강의 곤충과 민물고기 등을 전시하고 있다. #문화관광 #전시시설 #전시관 #자연 #전시 #교육 #가족체험 #느린여행 #실내 #비오는날","1.0.0","import","0.53","[{""source"": ""tourapi"", ""source_url"": ""https://www.railtrip.co.kr/homepage/gokseong/"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","2733394","#문화관광|#전시시설|#전시관|#역사|#문화유산|#특산물|#실내|#비오는날|#주차가능","0.5","0.75","0.75","0.0","0.0","0.0","0.0","0.0","광양 역사문화관 광양역사문화관은 광양의 역사, 문화, 인물, 옛 광양의 모습들이 잘 보존되어 있는 곳이다. 위치는 조선시대 육방들의 업무 처리 장소인 질청이 있었던 곳으로 1942년 8월 25일에 건립되어 구 광양군청으로 사용되었다. 현재는 등록문화재로 지정되어 있다. 내부에는 국보 광양 중흥산성 쌍사자석등을 복제한 것과 구석기부터 현대까지의 광양의 역사가 간략한 연표 형식으로 연출되어 있다. 또한 광양의 주요 관광지 사진과 자세한 설명이 있어 관광 정보를 얻을 수도 있다. 광양 출신의 역사적인 인물과 명인, 광양의 주요 특산품 등에 관한 자료도 잘 설명되어 있다. #문화관광 #전시시설 #전시관 #역사 #문화유산 #특산물 #실내 #비오는날 #주차가능","1.0.0","import","0.47","[{""source"": ""tourapi"", ""source_url"": """", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","129987","#문화관광|#교육시설|#한국문화원|#전통|#예술|#교육|#행사/축제|#실내|#비오는날|#주차가능","0.0","0.5","0.75","0.0","0.75","0.0","0.0","0.5","광양문화원 1965년 설립된 광양문화원은 지역교육 문화의 개발하여 보존 및 전승하며, 선양 향토사의 조사연구 및 사료 수집 보존을 위해 설립되었다. 지역 문화행사, 지역 전통문화의 국내외 교류, 지역 문화에 관한 사회교육 활용 등 기타 지역 문화발전에 기여고 있다. 연중 문화행사로 정월 대보름 축제, 푸른 예술제, 향토문화지 발간 등이 있다. #문화관광 #교육시설 #한국문화원 #전통 #예술 #교육 #행사/축제 #실내 #비오는날 #주차가능","1.0.0","import","0.47","[{""source"": ""tourapi"", ""source_url"": ""http://www.광양문화원.kr/"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","2732668","#문화관광|#전시시설|#전시관|#예술|#전시|#카페|#교육|#가족체험|#실내|#비오는날","0.0","0.0","0.75","0.0","0.75","0.0","0.0","0.0","광양예술창고 광양예술창고는 구 광양역과 연계하여 1970년대 창고용도로 사용되던 건물이었다. 2011년 광양역 이전에 따라 폐창고로 활용되던 공간을 2015년 전남도립미술관 유치에 연계하여 복합문화공간으로 조성하고자 계획하였고, 2019년 폐창고 리모델링 공사를 시작하여 개관준비 과정을 거쳐 전남도립미술관과 더불어 2021년 3월 22일 자로 광양예술창고를 개관하여 운영을 시작하였다. 광양예술창고는 미디어영상실, 전시실로 구성된 미디어 A동과 문화쉼터(카페), 다목적실, 어린이 다락방 등으로 구성된 소교동 B동으로 구성되어 있다. 미디어 A동의 미디어 영상실은 ‘광양의 현재와 미래’를 테마로 높이 4m, 가로 56m에 달하는 영상을 상영하고 있으며, 전시실에는 고 이경모 작가의 사진 및 카메라를 전시하고 있다. 소교동 B동(소통, 교류, 동행의 약자)에는 문화쉼터라는 카페를 운영하고 있으며, 전이수 동화작가의 그림이 벽화 등으로 재현되어 전시되고 있다. 다목적실에서 문화교육프로그램이 이뤄지며 어린이다락방에서는 어린이들이 편하게 쉬고 놀 수 있는 공간을 조성하였다. #문화관광 #전시시설 #전시관 #예술 #전시 #카페 #교육 #가족체험 #실내 #비오는날","1.0.0","import","0.57","[{""source"": ""tourapi"", ""source_url"": ""https://gwangyang.go.kr/tour/gallery.es?mid=a31101020000&bid=0008&act=view&list_no=11119"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","130559","#문화관광|#교육시설|#문화전수시설|#문화유산|#공연|#실내|#비오는날","0.5","0.5","0.75","0.0","0.5","0.0","0.0","0.5","구례향제줄풍류전수관 구례향제줄풍류는 구례 지방에서 전승되는 현악영산회상이라는 기악곡을 ‘구례향제줄풍류’라 하며, 영상회상은 여러 음악이 조곡과 같이 구성된 합주곡을 말하며 ‘풍류’라고도 한다. 관악기가 중심이 되는 영산회상을 대풍류라 하고, 현악기가 중심이 되는 영산회상을 줄풍류라고 한다. 구례향제줄풍류는 15곡으로 구성된 방대한 조곡으로 되어 있는데, 이 음악을 모두 연주하는 데는 약 70분이 걸린다고 한다. 구례향제줄풍류전수관은 구례읍에 위치하고 있으며 국가무형문화유산으로 지정된 구례향제줄풍류를 전수하는 곳으로, 1994년 5월 15일 개관하였다. 줄풍류의 맥을 잇기 위하여 활동하는 구례줄풍류보존회가 연수와 공연을 진행하는 공간이며, 일반인을 대상으로 한 국악교실이 운영된다. 구례읍사무소 바로 옆, 구례교육지원청 맞은편에 위치해 있다. #문화관광 #교육시설 #문화전수시설 #문화유산 #공연 #실내 #비오는날","1.0.0","import","0.45","[{""source"": ""tourapi"", ""source_url"": """", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","129896","#문화관광|#전시시설|#전시관|#자연|#바다|#역사|#문화유산|#전시|#가족체험|#실내","1.0","0.75","0.75","0.0","0.5","0.0","0.0","0.0","국립해양유산연구소 목포시 갓바위 문화거리에 자리한 ‘국립해양유산연구소’는 국가유산청 소속기관으로, 우리의 소중한 해양 문화유산을 찾고 알리는 곳이다. 1975년 어부의 우연한 발견으로 한국의 수중 문화유산이 이슈가 되었으며, 한국 뿐 아니라 동아시아 여러 나라에서 전시와 국제 심포지엄이 개최되었다. 계속해서 역사적 침몰선과 수중 문화유산이 발견되었으며 잊혀졌던 우리의 해양문화유산을 확인하게 되었다. 1994년에 국가 지원하에 해양문화유산을 보호하고 발굴, 연구하는 국립해양유물전시관이 개관하였고, 국립해양유산연구소가 탄생하게 되었다. 전시관 주변으로 목포문예역사관, 목포문학관, 목포자연사박물관, 목포생활도자박물관, 남농기념관들이 밀접하여 아이들과 함께 방문하기 좋다. #문화관광 #전시시설 #전시관 #자연 #바다 #역사 #문화유산 #전시 #가족체험 #실내","1.0.0","import","0.6","[{""source"": ""tourapi"", ""source_url"": ""https://www.seamuse.go.kr/"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","705052","#문화관광|#전시시설|#박물관|#자연|#역사|#전시|#특산물|#체험|#공원|#실내","0.75","0.75","1.0","0.0","0.5","0.0","0.5","0.0","귀족호도박물관 억불산 가는 길에 자리잡고 있는 귀족호도박물관은 조선시대부터 장흥군에서만 자생하는 손운동 건강용 지압호도(두)를 다양한 품종으로 육종하고, 명품을 관리하며 그 자료를 보존하고자 설립하였다. 지상 1층은 기획전시실, 2층은 관리 및 자료실이며 부대시설로는 귀족호도테마공원, 육종 및 배양실, 자연쉼터, 판매장 등이 있다. 박물관 외 별도 생약초 체험랜드가 조성되어 있는데 중요시설로는 생약초 인체모형 동산, 생약초 분재 기와관, 생약초 향수관, 생약초 자원 식물관, 생약초 분재공원, 생약초 테마관광포장 등을 함께 관람할 수 있다. #문화관광 #전시시설 #박물관 #자연 #역사 #전시 #특산물 #체험 #공원 #실내","1.0.0","import","0.55","[{""source"": ""tourapi"", ""source_url"": ""http://www.hodonamu.com/"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","3090707","#문화관광|#전시시설|#박물관|#역사|#문화유산|#전시|#실내|#비오는날|#주차가능","0.0","0.75","1.0","0.0","0.0","0.0","0.0","0.0","규남박물관 규남 박물관은 화순군 백아로에 자리하고 있으며 전남광주통합특별시 유형문화재인 『하백원의 만국전도와 동국지도』를 비롯하여 서화, 간찰, 전적, 인장 등 940여 점의 유물을 소장하고 있는 곳이다. 규남 하백원 선생은 여암 신경준, 존재 위백규, 이재 황윤식과 함께 조선 후기 호남의 4대 실학자 중 한 분이다. 전남광주통합특별시 화순군 이서면 야사리에서 태어나 벼슬을 하던 몇 년을 제외하고는 일생의 대부분을 고향에서 자승차, 자명종, 계영배, 방적기 등 다양한 발명품을 만들고 만국지도, 동국지도를 그리는 등 실용 학문을 탐구하며 지냈다. 이곳에는 규남 선생님과 그의 선 후대 인물, 친지들의 편지 등 여러 유물을 만나볼 수 있다. 겨울에는 찾는 이들이 많지 않아 개관하지 않으며 하백원의 실학에 대해 알고 찾아오는 사람도 있지만 한옥 건축물이 예쁘고 박물관이라는 점에서 궁금증을 갖고 들어오는 사람들도 있다. 이곳에는 상설 전시관과 특별 전시관이 있으며 규남 선생의 영정이 모셔진 사당인 영당에서는 매년 4월 규남제를 봉행하고 있다. 화순을 여행하며 들러볼 만한 곳이다. #문화관광 #전시시설 #박물관 #역사 #문화유산 #전시 #실내 #비오는날 #주차가능","1.0.0","import","0.53","[{""source"": ""tourapi"", ""source_url"": ""http://www.gyunammuseum.org/"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","1994953","#문화관광|#전시시설|#기념관|#바다|#역사|#민주인권|#전시|#가족체험|#공원|#실내","0.5","1.0","0.75","0.0","0.5","0.0","0.5","0.0","김대중 노벨평화상 기념관 김대중 노벨평화상 기념관은 민주주의, 인권, 평화를 지키기 위해 평생을 바친 한국인 최초 노벨평화상 수상자 김대중 정신을 공유할 수 있는 기념관이다. 김대중 대통령은 민주주의와 인권 신장을 향한 40여 년에 걸친 노력과 6·15 남북공동선언을 이끌어내며 한반도 긴장 완화 등 국제 평화에 기여한 공로를 인정받아 2000년 12월 10일 노벨평화상을 수상하였다. 네 개의 전시실로 이루어진 본 기념관은 국민의 정부 5년 동안 국가 발전을 위한 외교 안보, 경제, 문화 등 각 분야별 국가 발전 전략과 이를 위한 시책들을 전시하고 있다. 또한 노벨상의 탄생 배경, 선정 이유, 선출 방법 등을 알아보고 다양한 분야의 수상자들의 에피소드를 전시하여 자라나는 아이들에게 노벨상 수상의 꿈과 포부를 심어주고자 한다. 삼학도 공원에 위치하고 있어 목포 어린이바다과학관, 난영공원까지 둘러볼 수 있다. #문화관광 #전시시설 #기념관 #바다 #역사 #민주인권 #전시 #가족체험 #공원 #실내","1.0.0","import","0.57","[{""source"": ""tourapi"", ""source_url"": ""http://www.kdjnpmemorial.or.kr"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","129986","#문화관광|#교육시설|#한국문화원|#역사|#전통|#교육|#가족체험|#행사/축제|#실내|#비오는날","0.5","0.75","0.75","0.0","0.75","0.0","0.0","0.5","나주문화원 문화원은 지방 문화원 진흥법에 의해 시.군.구 지방자치단체별로 설립된 공익법인 문화단체이다. 나주문화원은 지역 고유문화의 보급과 보존을 위해 세시풍속놀이, 나주삼색유산놀이 등 사라질 뻔한 전통을 발굴하여 전승하고 있으며, 지역의 어린이들을 위한 지역 문화행사도 개최한다. 나주 지역 문화에 관한 자료 발굴, 수집 및 보존하며, 경상남도 진주문화원, 경상북도 문경문화원과 결연하여 지역 전통문화를 교류하고 있다. 지역 문화에 대한 사회교육 활동과 환경 보존 등 지역사회 발전을 위한 문화활동에도 힘쓰고 있다. 그 외에도 다양한 문화학교를 운영하여 나주시민의 문화적 소양을 높이고 있다. 나주문화원은 나주시청과 바로 인접하여 나주시 향토문화회관 안에 있다. #문화관광 #교육시설 #한국문화원 #역사 #전통 #교육 #가족체험 #행사/축제 #실내 #비오는날","1.0.0","import","0.5","[{""source"": ""tourapi"", ""source_url"": ""https://www.xn--910bn5roljr8bbu0a.kr/"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","130913","#문화관광|#전시시설|#미술관/화랑|#자연|#숲|#예술|#전시|#시장|#교육|#참여형","1.0","0.0","1.0","0.0","0.75","0.0","0.5","0.75","남포미술관 남포미술관은 학교법인 팔영학원 영남중학교의 폐교된 학교건물을 리모델링하여 2005년 2월 23일 개관한 사립미술관이다. 4개의 전시장을 비롯하여 공연장, 창작교육실을 갖추고 매년 다양한 장르의 기획전시와 교육프로그램, 미술관 음악회를 활발하게 운영하고 있으며, 3천 여 평 규모의 미술관 정원은 300여 종의 야생화를 비롯한 수목과 수생 식물들이 자라고 있어 사계절 내내 관람객들에게 다양한 볼거리를 제공하고 있다. 팔영산 자락 아래 수려한 자연경관 속에 자리한 아름다운 미술관으로 널리 알려진 남포미술관은 지역주민 뿐만 아니라 전국 단위 관광객들의 발길이 끊이지 않는 고흥의 명소가 되고 있다. #문화관광 #전시시설 #미술관/화랑 #자연 #숲 #예술 #전시 #시장 #교육 #참여형","1.0.0","import","0.6","[{""source"": ""tourapi"", ""source_url"": ""http://nampoart.co.kr/"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","2554912","#레저스포츠|#항공레저스포츠|#헹글라이딩/패러글라이딩|#체험|#스포츠|#자전거|#느린여행|#아이동반","0.0","0.0","0.0","0.0","0.75","1.0","0.75","0.0","곡성기차마을 패러글라이딩 550m의 높이에서 하늘을 날아볼 수 있는 단한번의 기회!! 하늘을 나는 새와 이야기 해보자. 단순한 재미를 떠나 평생의 감동과 추억을 만들어준다. 이착륙장을 포함한 모든 시설이 패러글라이딩 전용으로 만들어진 국내 최초의 패러글라이딩 체험장이다. 경찰청을 포함한 여러 관공서및 유수의 대학, 기업과도 MOU를 맺은 믿을 수 있는 곡성 기차마을 패러글라이딩 체험장이다. #레저스포츠 #항공레저스포츠 #헹글라이딩/패러글라이딩 #체험 #스포츠 #자전거 #느린여행 #아이동반","1.0.0","import","0.45","[{""source"": ""tourapi"", ""source_url"": ""http://gspara.com"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
